invoice_id,transaction_id,supplier_id,buyer_id,carrier,has_shipment,invoice_amount,transaction_amount,amount_deviation_ratio,amount_to_supplier_avg_ratio,time_invoice_to_payment_hours,time_shipment_to_payment_hours,supplier_fraud_history,buyer_fraud_history,supplier_tx_volume,buyer_tx_volume,is_round_amount,tx_hour,is_weekend,is_night_tx,fraud_type,is_fraud
INV-SYN-12420,TXN-SYN-12420,SUPP-PACIFIC-08,BUYER-OMEGA-01,DB Schenker,1,94637.21,94274.12,-0.0038,1.257,856.65,756.02,0,0,365,591,0,14,0,0,NORMAL,0
INV-SYN-12421,TXN-SYN-12421,SUPP-GLOBAL-01,BUYER-APEX-06,FedEx International,1,155087.7,156423.85,0.0086,1.3035,724.97,646.68,0,0,391,558,0,21,0,0,NORMAL,0
INV-SYN-12422,TXN-SYN-12422,SUPP-TITAN-03,BUYER-OMEGA-01,DB Schenker,1,263942.65,263814.57,-0.0005,0.9422,868.01,792.6,1,0,412,592,0,2,0,1,NORMAL,0
INV-SYN-12423,TXN-SYN-12423,SUPP-PACIFIC-08,BUYER-VORTEX-02,DHL Global Express,1,74184.81,74156.73,-0.0004,0.9888,410.36,359.83,0,0,366,569,0,2,0,1,NORMAL,0
INV-SYN-12424,TXN-SYN-12424,SUPP-PREC-04,BUYER-OMEGA-01,FedEx International,1,58636.2,57559.17,-0.0184,0.6059,616.82,487.36,0,0,385,593,0,19,1,0,NORMAL,0
INV-SYN-12425,TXN-SYN-12425,SUPP-TITAN-03,BUYER-OMEGA-01,DB Schenker,1,315997.83,310132.19,-0.0186,1.1076,299.72,258.87,1,0,413,594,0,19,0,0,NORMAL,0
INV-SYN-12426,TXN-SYN-12426,SUPP-PACIFIC-08,BUYER-OMEGA-01,DB Schenker,1,85726.08,85045.7,-0.0079,1.1339,926.0,807.52,0,0,367,595,0,5,1,1,NORMAL,0
INV-SYN-12427,TXN-SYN-12427,SUPP-IND-05,BUYER-VORTEX-02,DB Schenker,1,157512.36,158002.51,0.0031,0.9875,601.69,435.75,1,0,428,570,0,2,0,1,NORMAL,0
INV-SYN-12428,TXN-SYN-12428,SUPP-GLOBAL-01,BUYER-OMEGA-01,Maersk Ocean Freight,1,153730.6,153037.31,-0.0045,1.2753,949.77,810.85,0,0,392,596,0,0,0,1,NORMAL,0
INV-SYN-12429,TXN-SYN-12429,SUPP-NEXUS-02,BUYER-APEX-06,DHL Global Express,1,77900.86,76550.41,-0.0173,0.9006,595.15,493.79,0,0,350,559,0,1,0,1,NORMAL,0
INV-SYN-12430,TXN-SYN-12430,SUPP-TITAN-03,BUYER-QUICK-04,None,0,530364.51,530364.51,0.0,1.8942,2.33,-1.0,1,5,414,102,0,1,0,1,RAPID_GHOST_SETTLEMENT,1
INV-SYN-12431,TXN-SYN-12431,SUPP-NEXUS-02,BUYER-OMEGA-01,FedEx International,1,63332.13,63073.2,-0.0041,0.742,782.09,614.94,0,0,351,597,0,22,1,0,NORMAL,0
INV-SYN-12432,TXN-SYN-12432,SUPP-PREC-04,BUYER-OMEGA-01,Kuehne+Nagel Logistics,1,94440.64,94831.05,0.0041,0.9982,547.88,356.77,0,0,386,598,0,9,0,0,NORMAL,0
INV-SYN-12433,TXN-SYN-12433,SUPP-TITAN-03,BUYER-GLOBAL-05,FedEx International,1,267795.2,265058.84,-0.0102,0.9466,753.95,625.16,1,0,415,525,0,4,0,1,NORMAL,0
INV-SYN-12434,TXN-SYN-12434,SUPP-TITAN-03,BUYER-APEX-06,Maersk Ocean Freight,1,295771.55,290576.82,-0.0176,1.0378,764.01,726.3,1,0,416,560,0,3,0,1,NORMAL,0
INV-SYN-12435,TXN-SYN-12435,SUPP-PACIFIC-08,BUYER-VORTEX-02,Kuehne+Nagel Logistics,1,68071.37,68052.91,-0.0003,0.9074,692.34,598.0,0,0,368,571,0,5,0,1,NORMAL,0
INV-SYN-12436,TXN-SYN-12436,SUPP-IND-05,BUYER-OMEGA-01,Maersk Ocean Freight,1,154741.1,152371.44,-0.0153,0.9523,459.95,389.19,1,0,429,599,0,10,0,0,NORMAL,0
INV-SYN-12437,TXN-SYN-12437,SUPP-NEXUS-02,BUYER-GLOBAL-05,DHL Global Express,1,102553.5,101748.67,-0.0078,1.197,553.31,389.96,0,0,352,526,0,2,0,1,NORMAL,0
INV-SYN-12438,TXN-SYN-12438,SUPP-PREC-04,BUYER-APEX-06,Kuehne+Nagel Logistics,1,84626.85,85265.67,0.0075,0.8975,512.76,430.95,0,0,387,561,0,2,0,1,NORMAL,0
INV-SYN-12439,TXN-SYN-12439,SUPP-PACIFIC-08,BUYER-GLOBAL-05,Kuehne+Nagel Logistics,1,44876.68,44456.89,-0.0094,0.5928,538.46,393.51,0,0,369,527,0,11,1,0,NORMAL,0
INV-SYN-12440,TXN-SYN-12440,SUPP-PACIFIC-08,BUYER-STEEL-03,None,0,184517.74,184517.74,0.0,2.4602,4.22,-1.0,0,1,370,81,0,12,1,0,RAPID_GHOST_SETTLEMENT,1
INV-SYN-12441,TXN-SYN-12441,SUPP-TITAN-03,BUYER-VORTEX-02,Kuehne+Nagel Logistics,1,376701.79,379048.02,0.0062,1.3537,514.17,389.26,1,0,417,572,0,22,0,0,NORMAL,0
INV-SYN-12442,TXN-SYN-12442,SUPP-TITAN-03,BUYER-GLOBAL-05,FedEx International,1,189541.61,188025.65,-0.008,0.6715,876.19,816.44,1,0,418,528,0,22,1,0,NORMAL,0
INV-SYN-12443,TXN-SYN-12443,SUPP-NEXUS-02,BUYER-APEX-06,DB Schenker,1,99656.29,98868.7,-0.0079,1.1632,930.41,822.09,0,0,353,562,0,20,1,0,NORMAL,0
INV-SYN-12444,TXN-SYN-12444,SUPP-PREC-04,BUYER-GLOBAL-05,DB Schenker,1,83054.35,81715.55,-0.0161,0.8602,856.67,729.96,0,0,388,529,0,2,0,1,NORMAL,0
INV-SYN-12445,TXN-SYN-12445,SUPP-PACIFIC-08,BUYER-VORTEX-02,DB Schenker,1,79940.39,78462.69,-0.0185,1.0462,630.69,554.66,0,0,371,573,0,10,0,0,NORMAL,0
INV-SYN-12446,TXN-SYN-12446,SUPP-NEXUS-02,BUYER-VORTEX-02,Kuehne+Nagel Logistics,1,91252.26,90970.31,-0.0031,1.0702,546.27,490.17,0,0,354,574,0,4,1,1,NORMAL,0
INV-SYN-12447,TXN-SYN-12447,SUPP-GLOBAL-01,BUYER-APEX-06,FedEx International,1,112967.77,112637.44,-0.0029,0.9386,875.2,775.52,0,0,393,563,0,1,1,1,NORMAL,0
INV-SYN-12448,TXN-SYN-12448,SUPP-PREC-04,BUYER-VORTEX-02,DB Schenker,1,76385.57,76547.29,0.0021,0.8058,548.18,388.77,0,0,389,575,0,16,1,0,NORMAL,0
INV-SYN-12449,TXN-SYN-12449,SUPP-TITAN-03,BUYER-APEX-06,Kuehne+Nagel Logistics,1,231662.13,229807.56,-0.008,0.8207,626.87,510.56,1,0,419,564,0,15,1,0,NORMAL,0
INV-SYN-12450,TXN-SYN-12450,SUPP-NEXUS-02,BUYER-GLOBAL-05,FedEx International,1,65530.92,65073.18,-0.007,0.7656,475.86,392.88,0,0,355,530,0,23,1,1,NORMAL,0
INV-SYN-12451,TXN-SYN-12451,SUPP-NEXUS-02,BUYER-OMEGA-01,DB Schenker,1,67323.78,67728.26,0.006,0.7968,803.09,727.86,0,0,356,600,0,8,0,0,NORMAL,0
INV-SYN-12452,TXN-SYN-12452,SUPP-GLOBAL-01,BUYER-GLOBAL-05,DB Schenker,1,117984.65,117493.41,-0.0042,0.9791,356.36,290.78,0,0,394,531,0,6,1,0,NORMAL,0
INV-SYN-12453,TXN-SYN-12453,SUPP-NEXUS-02,BUYER-APEX-06,Maersk Ocean Freight,1,69790.1,68403.55,-0.0199,0.8047,316.18,269.8,0,0,357,565,0,19,1,0,NORMAL,0
INV-SYN-12454,TXN-SYN-12454,SUPP-PACIFIC-08,BUYER-APEX-06,DHL Global Express,1,87788.48,86419.32,-0.0156,1.1523,946.19,813.95,0,0,372,566,0,22,0,0,NORMAL,0
INV-SYN-12455,TXN-SYN-12455,SUPP-IND-05,BUYER-STEEL-03,FedEx International,1,219489.85,351268.53,0.6004,2.1954,365.32,305.97,1,1,430,82,0,8,1,0,AMOUNT_INFLATION,1
INV-SYN-12456,TXN-SYN-12456,SUPP-IND-05,BUYER-APEX-06,Kuehne+Nagel Logistics,1,136797.87,137760.11,0.007,0.861,487.04,319.44,1,0,431,567,0,4,0,1,NORMAL,0
INV-SYN-12457,TXN-SYN-12457,SUPP-IND-05,BUYER-APEX-06,FedEx International,1,169576.18,170421.47,0.005,1.0651,781.23,685.37,1,0,432,568,0,21,0,0,NORMAL,0
INV-SYN-12458,TXN-SYN-12458,SUPP-PACIFIC-08,BUYER-VORTEX-02,FedEx International,1,84369.1,82710.46,-0.0197,1.1028,406.26,273.37,0,0,373,576,0,13,0,0,NORMAL,0
INV-SYN-12459,TXN-SYN-12459,SUPP-NEXUS-02,BUYER-VORTEX-02,Kuehne+Nagel Logistics,1,95030.05,93791.22,-0.013,1.1034,960.95,836.0,0,0,358,577,0,6,0,0,NORMAL,0
INV-SYN-12460,TXN-SYN-12460,SUPP-PREC-04,BUYER-OMEGA-01,Kuehne+Nagel Logistics,1,96803.94,95625.89,-0.0122,1.0066,492.36,315.06,0,0,390,601,0,22,0,0,NORMAL,0
INV-SYN-12461,TXN-SYN-12461,SUPP-IND-05,BUYER-OMEGA-01,FedEx International,1,189707.3,190792.27,0.0057,1.1925,866.37,767.61,1,0,433,602,0,21,0,0,NORMAL,0
INV-SYN-12462,TXN-SYN-12462,SUPP-GLOBAL-01,BUYER-APEX-06,Kuehne+Nagel Logistics,1,134467.47,132770.51,-0.0126,1.1064,791.31,609.41,0,0,395,569,0,2,1,1,NORMAL,0
INV-SYN-12463,TXN-SYN-12463,SUPP-PREC-04,BUYER-OMEGA-01,Kuehne+Nagel Logistics,1,65605.52,65140.93,-0.0071,0.6857,419.74,331.76,0,0,391,603,0,12,0,0,NORMAL,0
INV-SYN-12464,TXN-SYN-12464,SUPP-PACIFIC-08,BUYER-GLOBAL-05,Maersk Ocean Freight,1,91296.68,89489.17,-0.0198,1.1932,609.13,534.45,0,0,374,532,0,11,0,0,NORMAL,0
INV-SYN-12465,TXN-SYN-12465,SUPP-GLOBAL-01,BUYER-VORTEX-02,Kuehne+Nagel Logistics,1,146618.73,147928.18,0.0089,1.2327,774.72,636.29,0,0,396,578,0,7,0,0,NORMAL,0
INV-SYN-12466,TXN-SYN-12466,SUPP-TITAN-03,BUYER-APEX-06,FedEx International,1,226569.97,222390.86,-0.0184,0.7943,737.89,625.42,1,0,420,570,0,10,0,0,NORMAL,0
INV-SYN-12467,TXN-SYN-12467,SUPP-SUSP-06,BUYER-QUICK-04,None,0,699287.55,699287.55,0.0,1.793,1.16,-1.0,6,5,49,103,0,21,1,0,RAPID_GHOST_SETTLEMENT,1
INV-SYN-12468,TXN-SYN-12468,SUPP-TITAN-03,BUYER-OMEGA-01,Kuehne+Nagel Logistics,1,327833.03,326347.65,-0.0045,1.1655,330.36,264.19,1,0,421,604,0,2,1,1,NORMAL,0
INV-SYN-12469,TXN-SYN-12469,SUPP-TITAN-03,BUYER-VORTEX-02,Kuehne+Nagel Logistics,1,265348.03,266821.65,0.0056,0.9529,496.41,411.97,1,0,422,579,0,14,1,0,NORMAL,0
INV-SYN-12470,TXN-SYN-12470,SUPP-IND-05,BUYER-OMEGA-01,DB Schenker,1,202919.12,201864.24,-0.0052,1.2617,529.59,489.59,1,0,434,605,0,10,0,0,NORMAL,0
INV-SYN-12471,TXN-SYN-12471,SUPP-NEXUS-02,BUYER-VORTEX-02,DHL Global Express,1,135232.29,132794.14,-0.018,1.5623,842.21,655.1,0,0,359,580,0,15,0,0,NORMAL,0
INV-SYN-12472,TXN-SYN-12472,SUPP-PREC-04,BUYER-APEX-06,Kuehne+Nagel Logistics,1,76332.83,76586.39,0.0033,0.8062,748.82,617.92,0,0,392,571,0,1,0,1,NORMAL,0
INV-SYN-12473,TXN-SYN-12473,SUPP-PACIFIC-08,BUYER-GLOBAL-05,FedEx International,1,49105.41,49147.26,0.0009,0.6553,944.24,758.33,0,0,375,533,0,4,1,1,NORMAL,0
INV-SYN-12474,TXN-SYN-12474,SUPP-IND-05,BUYER-GLOBAL-05,Maersk Ocean Freight,1,172152.74,170525.94,-0.0094,1.0658,328.27,262.22,1,0,435,534,0,9,0,0,NORMAL,0
INV-SYN-12475,TXN-SYN-12475,SUPP-GLOBAL-01,BUYER-GLOBAL-05,DHL Global Express,1,141646.88,140277.07,-0.0097,1.169,798.31,677.35,0,0,397,535,0,9,0,0,NORMAL,0
INV-SYN-12476,TXN-SYN-12476,SUPP-GLOBAL-01,BUYER-GLOBAL-05,DB Schenker,1,113074.01,112345.45,-0.0064,0.9362,553.76,475.44,0,0,398,536,0,19,0,0,NORMAL,0
INV-SYN-12477,TXN-SYN-12477,SUPP-TITAN-03,BUYER-VORTEX-02,Kuehne+Nagel Logistics,1,381728.25,375433.24,-0.0165,1.3408,830.9,732.75,1,0,423,581,0,4,1,1,NORMAL,0
INV-SYN-12478,TXN-SYN-12478,SUPP-GLOBAL-01,BUYER-OMEGA-01,DHL Global Express,1,79841.83,79653.0,-0.0024,0.6638,845.29,670.09,0,0,399,606,0,11,0,0,NORMAL,0
INV-SYN-12479,TXN-SYN-12479,SUPP-TITAN-03,BUYER-GLOBAL-05,FedEx International,1,328504.3,324657.1,-0.0117,1.1595,641.39,602.52,1,0,424,537,0,8,0,0,NORMAL,0
INV-SYN-12480,TXN-SYN-12480,SUPP-PACIFIC-08,BUYER-VORTEX-02,FedEx International,1,63640.11,63902.83,0.0041,0.852,632.9,593.14,0,0,376,582,0,22,1,0,NORMAL,0
INV-SYN-12481,TXN-SYN-12481,SUPP-PREC-04,BUYER-VORTEX-02,DB Schenker,1,135835.23,136127.61,0.0022,1.4329,505.27,463.05,0,0,393,583,0,15,0,0,NORMAL,0
INV-SYN-12482,TXN-SYN-12482,SUPP-IND-05,BUYER-APEX-06,DHL Global Express,1,239700.61,236910.74,-0.0116,1.4807,823.69,636.04,1,0,436,572,0,6,0,0,NORMAL,0
INV-SYN-12483,TXN-SYN-12483,SUPP-IND-05,BUYER-OMEGA-01,Maersk Ocean Freight,1,129333.74,127995.25,-0.0103,0.8,425.19,294.33,1,0,437,607,0,21,0,0,NORMAL,0
INV-SYN-12484,TXN-SYN-12484,SUPP-PREC-04,BUYER-GLOBAL-05,FedEx International,1,81948.02,82052.82,0.0013,0.8637,741.66,673.42,0,0,394,538,0,22,0,0,NORMAL,0
INV-SYN-12485,TXN-SYN-12485,SUPP-TITAN-03,BUYER-APEX-06,Kuehne+Nagel Logistics,1,340171.15,333934.05,-0.0183,1.1926,485.61,419.99,1,0,425,573,0,22,0,0,NORMAL,0
INV-SYN-12486,TXN-SYN-12486,SUPP-GLOBAL-01,BUYER-OMEGA-01,DB Schenker,1,108386.08,108951.09,0.0052,0.9079,783.93,671.9,0,0,400,608,0,12,1,0,NORMAL,0
INV-SYN-12487,TXN-SYN-12487,SUPP-IND-05,BUYER-APEX-06,DHL Global Express,1,158183.55,155221.85,-0.0187,0.9701,661.93,599.69,1,0,438,574,0,19,1,0,NORMAL,0
INV-SYN-12488,TXN-SYN-12488,SUPP-IND-05,BUYER-OMEGA-01,Maersk Ocean Freight,1,161015.54,161287.1,0.0017,1.008,903.46,759.39,1,0,439,609,0,0,0,1,NORMAL,0
INV-SYN-12489,TXN-SYN-12489,SUPP-GLOBAL-01,BUYER-OMEGA-01,Kuehne+Nagel Logistics,1,62409.81,62764.6,0.0057,0.523,525.8,467.14,0,0,401,610,0,1,1,1,NORMAL,0
INV-SYN-12490,TXN-SYN-12490,SUPP-GLOBAL-01,BUYER-GLOBAL-05,Maersk Ocean Freight,1,119584.87,119179.04,-0.0034,0.9932,461.3,337.81,0,0,402,539,0,14,0,0,NORMAL,0
INV-SYN-12491,TXN-SYN-12491,SUPP-PREC-04,BUYER-VORTEX-02,Kuehne+Nagel Logistics,1,78618.97,77327.98,-0.0164,0.814,388.07,259.41,0,0,395,584,0,4,0,1,NORMAL,0
INV-SYN-12492,TXN-SYN-12492,SUPP-PREC-04,BUYER-VORTEX-02,Kuehne+Nagel Logistics,1,83288.33,82405.99,-0.0106,0.8674,776.57,646.87,0,0,396,585,0,22,0,0,NORMAL,0
INV-SYN-12493,TXN-SYN-12493,SUPP-PREC-04,BUYER-APEX-06,Kuehne+Nagel Logistics,1,129286.26,128109.85,-0.0091,1.3485,755.29,675.85,0,0,397,575,0,20,0,0,NORMAL,0
INV-SYN-12494,TXN-SYN-12494,SUPP-GLOBAL-01,BUYER-VORTEX-02,DHL Global Express,1,82304.79,82869.57,0.0069,0.6906,462.03,413.57,0,0,403,586,0,14,1,0,NORMAL,0
INV-SYN-12495,TXN-SYN-12495,SUPP-PACIFIC-08,BUYER-OMEGA-01,DB Schenker,1,90247.6,89992.1,-0.0028,1.1999,553.13,403.38,0,0,377,611,0,17,0,0,NORMAL,0
INV-SYN-12496,TXN-SYN-12496,SUPP-PREC-04,BUYER-APEX-06,FedEx International,1,88374.63,86957.82,-0.016,0.9153,535.59,436.03,0,0,398,576,0,11,0,0,NORMAL,0
INV-SYN-12497,TXN-SYN-12497,SUPP-IND-05,BUYER-APEX-06,FedEx International,1,148809.59,147455.28,-0.0091,0.9216,877.71,689.42,1,0,440,577,0,5,1,1,NORMAL,0
INV-SYN-12498,TXN-SYN-12498,SUPP-SUSP-06,BUYER-QUICK-04,Kuehne+Nagel Logistics,1,702533.17,807913.15,0.15,2.0716,80.13,6.51,6,5,50,104,0,4,0,1,SERIAL_COUNTERPARTY_SPIKE,1
INV-SYN-12499,TXN-SYN-12499,SUPP-GLOBAL-01,BUYER-APEX-06,DHL Global Express,1,130201.54,129145.19,-0.0081,1.0762,535.82,462.58,0,0,404,578,0,8,1,0,NORMAL,0
INV-SYN-12500,TXN-SYN-12500,SUPP-NEXUS-02,BUYER-OMEGA-01,DB Schenker,1,97125.53,96432.84,-0.0071,1.1345,733.65,567.01,0,0,360,612,0,6,0,0,NORMAL,0
INV-SYN-12501,TXN-SYN-12501,SUPP-GLOBAL-01,BUYER-OMEGA-01,FedEx International,1,149045.54,148687.72,-0.0024,1.2391,403.63,275.22,0,0,405,613,0,7,0,0,NORMAL,0
INV-SYN-12502,TXN-SYN-12502,SUPP-PACIFIC-08,BUYER-VORTEX-02,DB Schenker,1,68787.97,67707.65,-0.0157,0.9028,454.48,397.38,0,0,378,587,0,9,0,0,NORMAL,0
INV-SYN-12503,TXN-SYN-12503,SUPP-NEXUS-02,BUYER-VORTEX-02,Kuehne+Nagel Logistics,1,71989.97,71543.78,-0.0062,0.8417,751.55,657.67,0,0,361,588,0,0,0,1,NORMAL,0
INV-SYN-12504,TXN-SYN-12504,SUPP-TITAN-03,BUYER-VORTEX-02,Kuehne+Nagel Logistics,1,204039.46,203475.16,-0.0028,0.7267,429.6,265.0,1,0,426,589,0,6,0,0,NORMAL,0
INV-SYN-12505,TXN-SYN-12505,SUPP-IND-05,BUYER-APEX-06,Kuehne+Nagel Logistics,1,126983.58,127731.67,0.0059,0.7983,908.97,800.67,1,0,441,579,0,10,0,0,NORMAL,0
INV-SYN-12506,TXN-SYN-12506,SUPP-PACIFIC-08,BUYER-GLOBAL-05,FedEx International,1,130295.52,128758.11,-0.0118,1.7168,400.61,266.31,0,0,379,540,0,5,0,1,NORMAL,0
INV-SYN-12507,TXN-SYN-12507,SUPP-TITAN-03,BUYER-GLOBAL-05,DHL Global Express,1,367127.57,369980.84,0.0078,1.3214,385.73,314.61,1,0,427,541,0,21,0,0,NORMAL,0
INV-SYN-12508,TXN-SYN-12508,SUPP-GLOBAL-01,BUYER-OMEGA-01,Maersk Ocean Freight,1,79467.77,79297.49,-0.0021,0.6608,647.9,557.64,0,0,406,614,0,5,0,1,NORMAL,0
INV-SYN-12509,TXN-SYN-12509,SUPP-TITAN-03,BUYER-GLOBAL-05,FedEx International,1,187427.94,185918.04,-0.0081,0.664,697.63,598.27,1,0,428,542,0,22,0,0,NORMAL,0
INV-SYN-12510,TXN-SYN-12510,SUPP-PACIFIC-08,BUYER-GLOBAL-05,Maersk Ocean Freight,1,84034.99,83597.98,-0.0052,1.1146,772.87,659.65,0,0,380,543,0,5,0,1,NORMAL,0
INV-SYN-12511,TXN-SYN-12511,SUPP-IND-05,BUYER-QUICK-04,Maersk Ocean Freight,1,379832.94,436807.88,0.15,2.73,77.12,1.11,1,5,442,105,0,22,0,0,SERIAL_COUNTERPARTY_SPIKE,1
INV-SYN-12512,TXN-SYN-12512,SUPP-GLOBAL-01,BUYER-GLOBAL-05,Kuehne+Nagel Logistics,1,136466.52,136358.77,-0.0008,1.1363,403.83,249.62,0,0,407,544,0,13,0,0,NORMAL,0
INV-SYN-12513,TXN-SYN-12513,SUPP-NEXUS-02,BUYER-GLOBAL-05,DHL Global Express,1,79582.19,78140.69,-0.0181,0.9193,397.22,282.6,0,0,362,545,0,18,0,0,NORMAL,0
INV-SYN-12514,TXN-SYN-12514,SUPP-NEXUS-02,BUYER-OMEGA-01,DHL Global Express,1,82334.1,81256.51,-0.0131,0.956,643.13,493.9,0,0,363,615,0,18,0,0,NORMAL,0
INV-SYN-12515,TXN-SYN-12515,SUPP-GLOBAL-01,BUYER-GLOBAL-05,DHL Global Express,1,129836.39,128590.72,-0.0096,1.0716,568.7,464.05,0,0,408,546,0,13,0,0,NORMAL,0
INV-SYN-12516,TXN-SYN-12516,SUPP-NEXUS-02,BUYER-GLOBAL-05,Maersk Ocean Freight,1,86825.23,85633.61,-0.0137,1.0075,633.56,505.4,0,0,364,547,0,22,0,0,NORMAL,0
INV-SYN-12517,TXN-SYN-12517,SUPP-TITAN-03,BUYER-OMEGA-01,Maersk Ocean Freight,1,124648.97,125778.15,0.0091,0.4492,518.46,368.28,1,0,429,616,0,3,0,1,NORMAL,0
INV-SYN-12518,TXN-SYN-12518,SUPP-SUSP-06,BUYER-QUICK-04,None,0,750000.0,750000.0,0.0,1.9231,64.64,32.03,6,5,51,106,1,3,1,1,OFF_HOURS_ROUND_SUM,1
INV-SYN-12519,TXN-SYN-12519,SUPP-IND-05,BUYER-APEX-06,Kuehne+Nagel Logistics,1,125943.74,126234.4,0.0023,0.789,671.3,588.44,1,0,443,580,0,1,1,1,NORMAL,0
INV-SYN-12520,TXN-SYN-12520,SUPP-PHANTOM-07,BUYER-GLOBAL-05,Unregistered Logistics,1,750000.0,750000.0,0.0,1.6667,46.26,24.76,8,0,48,548,1,4,1,1,OFF_HOURS_ROUND_SUM,1
INV-SYN-12521,TXN-SYN-12521,SUPP-GLOBAL-01,BUYER-GLOBAL-05,FedEx International,1,209557.77,205675.77,-0.0185,1.714,901.27,836.29,0,0,409,549,0,16,0,0,NORMAL,0
INV-SYN-12522,TXN-SYN-12522,SUPP-PACIFIC-08,BUYER-APEX-06,Maersk Ocean Freight,1,81890.28,82221.01,0.004,1.0963,436.45,386.62,0,0,381,581,0,4,0,1,NORMAL,0
INV-SYN-12523,TXN-SYN-12523,SUPP-GLOBAL-01,BUYER-OMEGA-01,Kuehne+Nagel Logistics,1,110594.11,108926.16,-0.0151,0.9077,663.46,533.32,0,0,410,617,0,8,1,0,NORMAL,0
INV-SYN-12524,TXN-SYN-12524,SUPP-NEXUS-02,BUYER-VORTEX-02,Kuehne+Nagel Logistics,1,104588.28,102947.26,-0.0157,1.2111,513.83,367.62,0,0,365,590,0,21,1,0,NORMAL,0
INV-SYN-12525,TXN-SYN-12525,SUPP-PACIFIC-08,BUYER-VORTEX-02,Maersk Ocean Freight,1,84050.4,84886.6,0.0099,1.1318,363.11,263.95,0,0,382,591,0,1,1,1,NORMAL,0
INV-SYN-12526,TXN-SYN-12526,SUPP-IND-05,BUYER-VORTEX-02,Kuehne+Nagel Logistics,1,176803.78,177315.2,0.0029,1.1082,628.85,465.64,1,0,444,592,0,12,1,0,NORMAL,0
INV-SYN-12527,TXN-SYN-12527,SUPP-IND-05,BUYER-VORTEX-02,DB Schenker,1,184274.02,183017.07,-0.0068,1.1439,979.11,799.83,1,0,445,593,0,14,0,0,NORMAL,0
INV-SYN-12528,TXN-SYN-12528,SUPP-SUSP-06,BUYER-OMEGA-01,None,0,658530.51,658530.51,0.0,1.6885,0.92,-1.0,6,0,52,618,0,4,1,1,RAPID_GHOST_SETTLEMENT,1
INV-SYN-12529,TXN-SYN-12529,SUPP-PACIFIC-08,BUYER-OMEGA-01,FedEx International,1,53795.84,53715.44,-0.0015,0.7162,621.32,549.76,0,0,383,619,0,11,0,0,NORMAL,0
INV-SYN-12530,TXN-SYN-12530,SUPP-TITAN-03,BUYER-VORTEX-02,DB Schenker,1,313154.25,309680.64,-0.0111,1.106,733.53,594.59,1,0,430,594,0,14,0,0,NORMAL,0
INV-SYN-12531,TXN-SYN-12531,SUPP-NEXUS-02,BUYER-OMEGA-01,DHL Global Express,1,65314.4,64955.05,-0.0055,0.7642,600.85,436.95,0,0,366,620,0,4,0,1,NORMAL,0
INV-SYN-12532,TXN-SYN-12532,SUPP-TITAN-03,BUYER-GLOBAL-05,Kuehne+Nagel Logistics,1,318885.89,316229.61,-0.0083,1.1294,612.88,434.16,1,0,431,550,0,8,1,0,NORMAL,0
INV-SYN-12533,TXN-SYN-12533,SUPP-IND-05,BUYER-OMEGA-01,DHL Global Express,1,123252.54,124334.94,0.0088,0.7771,725.37,669.97,1,0,446,621,0,11,0,0,NORMAL,0
INV-SYN-12534,TXN-SYN-12534,SUPP-PREC-04,BUYER-GLOBAL-05,Kuehne+Nagel Logistics,1,85087.54,83930.63,-0.0136,0.8835,895.87,835.74,0,0,399,551,0,9,0,0,NORMAL,0
INV-SYN-12535,TXN-SYN-12535,SUPP-PACIFIC-08,BUYER-VORTEX-02,FedEx International,1,69467.06,69104.64,-0.0052,0.9214,471.17,362.25,0,0,384,595,0,7,0,0,NORMAL,0
INV-SYN-12536,TXN-SYN-12536,SUPP-GLOBAL-01,BUYER-APEX-06,Kuehne+Nagel Logistics,1,149274.5,148556.04,-0.0048,1.238,666.86,481.09,0,0,411,582,0,22,0,0,NORMAL,0
INV-SYN-12537,TXN-SYN-12537,SUPP-TITAN-03,BUYER-APEX-06,DB Schenker,1,344291.81,345696.4,0.0041,1.2346,493.44,456.9,1,0,432,583,0,3,0,1,NORMAL,0
INV-SYN-12538,TXN-SYN-12538,SUPP-NEXUS-02,BUYER-APEX-06,DB Schenker,1,58528.51,57946.25,-0.0099,0.6817,626.91,542.05,0,0,367,584,0,3,0,1,NORMAL,0
INV-SYN-12539,TXN-SYN-12539,SUPP-TITAN-03,BUYER-VORTEX-02,Kuehne+Nagel Logistics,1,283845.39,278890.71,-0.0175,0.996,879.21,714.65,1,0,433,596,0,6,0,0,NORMAL,0
INV-SYN-12540,TXN-SYN-12540,SUPP-TITAN-03,BUYER-OMEGA-01,Kuehne+Nagel Logistics,1,230329.41,229150.53,-0.0051,0.8184,562.83,523.95,1,0,434,622,0,5,1,1,NORMAL,0
INV-SYN-12541,TXN-SYN-12541,SUPP-TITAN-03,BUYER-VORTEX-02,DHL Global Express,1,191904.66,190485.99,-0.0074,0.6803,839.03,745.11,1,0,435,597,0,10,0,0,NORMAL,0
INV-SYN-12542,TXN-SYN-12542,SUPP-PREC-04,BUYER-VORTEX-02,FedEx International,1,89845.85,88156.77,-0.0188,0.928,869.14,722.91,0,0,400,598,0,23,0,1,NORMAL,0
INV-SYN-12543,TXN-SYN-12543,SUPP-PACIFIC-08,BUYER-GLOBAL-05,Maersk Ocean Freight,1,69215.95,69480.06,0.0038,0.9264,990.76,807.52,0,0,385,552,0,3,0,1,NORMAL,0
